Country,discipline,Time_Interval,Papers
Ivory Coast,Psychology,1983-1987,2.0
Ivory Coast,Psychology,1988-1992,3.0
Ivory Coast,Psychology,1993-1997,3.833333333333333
Ivory Coast,Psychology,1998-2002,3.083333333333333
Ivory Coast,Psychology,2003-2007,3.9833333333333263
Ivory Coast,Psychology,2008-2012,2.68333333333333
Ivory Coast,Psychology,2013-2017,4.869047619047615
Ivory Coast,Social Sciences,1973-1977,9.0
Ivory Coast,Social Sciences,1978-1982,11.833333333333332
Ivory Coast,Social Sciences,1983-1987,4.833333333333333
Ivory Coast,Social Sciences,1988-1992,7.5
Ivory Coast,Social Sciences,1993-1997,13.499999999999991
Ivory Coast,Social Sciences,1998-2002,17.566666666666652
Ivory Coast,Social Sciences,2003-2007,8.116666666666665
Ivory Coast,Social Sciences,2008-2012,8.5
Ivory Coast,Social Sciences,2013-2017,30.661111111111044
Jamaica,Arts,1983-1987,1.0
Jamaica,Arts,1988-1992,2.0
Jamaica,Arts,2003-2007,1.0
Jamaica,Arts,2008-2012,1.0
Jamaica,Arts,2013-2017,1.0
Jamaica,Biology,1973-1977,88.25
Jamaica,Biology,1978-1982,89.99999999999999
Jamaica,Biology,1983-1987,62.69999999999998
Jamaica,Biology,1988-1992,35.99999999999997
Jamaica,Biology,1993-1997,66.92424242424238
Jamaica,Biology,1998-2002,45.6242424242424
Jamaica,Biology,2003-2007,62.699999999999946
Jamaica,Biology,2008-2012,51.40238095238091
Jamaica,Biology,2013-2017,39.22008803761137
Jamaica,Biomedical Research,1973-1977,51.49999999999998
Jamaica,Biomedical Research,1978-1982,55.88095238095237
Jamaica,Biomedical Research,1983-1987,52.64444444444444
Jamaica,Biomedical Research,1988-1992,46.78333333333331
Jamaica,Biomedical Research,1993-1997,49.84444444444442
Jamaica,Biomedical Research,1998-2002,35.021428571428544
Jamaica,Biomedical Research,2003-2007,36.16150793650789
Jamaica,Biomedical Research,2008-2012,32.13384045436196
Jamaica,Biomedical Research,2013-2017,43.817288265686294
Jamaica,Chemistry,1973-1977,22.75
Jamaica,Chemistry,1978-1982,24.66666666666666
Jamaica,Chemistry,1983-1987,32.83333333333332
Jamaica,Chemistry,1988-1992,18.699999999999978
Jamaica,Chemistry,1993-1997,42.70833333333329
Jamaica,Chemistry,1998-2002,50.699999999999974
Jamaica,Chemistry,2003-2007,47.41666666666665
Jamaica,Chemistry,2008-2012,37.404761904761884
Jamaica,Chemistry,2013-2017,23.930158730158716
Jamaica,Clinical Medicine,1973-1977,153.64999999999995
Jamaica,Clinical Medicine,1978-1982,297.3499999999998
Jamaica,Clinical Medicine,1983-1987,256.4706349206347
Jamaica,Clinical Medicine,1988-1992,272.7472222222219
Jamaica,Clinical Medicine,1993-1997,218.06004793418555
Jamaica,Clinical Medicine,1998-2002,279.67287506400373
Jamaica,Clinical Medicine,2003-2007,283.32070707070676
Jamaica,Clinical Medicine,2008-2012,408.20585649730356
Jamaica,Clinical Medicine,2013-2017,245.3879591138341
Jamaica,Earth and Space,1973-1977,18.076923076923062
Jamaica,Earth and Space,1978-1982,11.25
Jamaica,Earth and Space,1983-1987,9.36666666666666
Jamaica,Earth and Space,1988-1992,31.83333333333332
Jamaica,Earth and Space,1993-1997,37.86666666666665
Jamaica,Earth and Space,1998-2002,30.69285714285711
Jamaica,Earth and Space,2003-2007,27.40098039215683
Jamaica,Earth and Space,2008-2012,31.976190476190443
Jamaica,Earth and Space,2013-2017,32.818986568986524
Jamaica,Engineering and Technology,1973-1977,2.0
Jamaica,Engineering and Technology,1978-1982,7.833333333333333
Jamaica,Engineering and Technology,1983-1987,6.666666666666666
Jamaica,Engineering and Technology,1988-1992,6.5
Jamaica,Engineering and Technology,1993-1997,6.666666666666666
Jamaica,Engineering and Technology,1998-2002,7.83333333333333
Jamaica,Engineering and Technology,2003-2007,9.833333333333332
Jamaica,Engineering and Technology,2008-2012,15.916666666666663
Jamaica,Engineering and Technology,2013-2017,16.159523809523805
Jamaica,Health,1973-1977,4.0
Jamaica,Health,1978-1982,2.5
Jamaica,Health,1983-1987,3.0
Jamaica,Health,1988-1992,9.233333333333333
Jamaica,Health,1993-1997,7.783333333333326
Jamaica,Health,1998-2002,13.283333333333324
Jamaica,Health,2003-2007,12.133333333333326
Jamaica,Health,2008-2012,37.35714285714281
Jamaica,Health,2013-2017,44.18247354497349
Jamaica,Humanities,1973-1977,9.0
Jamaica,Humanities,1978-1982,19.333333333333332
Jamaica,Humanities,1983-1987,20.5
Jamaica,Humanities,1988-1992,13.5
Jamaica,Humanities,1993-1997,16.5
Jamaica,Humanities,1998-2002,9.0
Jamaica,Humanities,2003-2007,7.0
Jamaica,Humanities,2008-2012,26.0
Jamaica,Humanities,2013-2017,19.58333333333333
Jamaica,Mathematics,1973-1977,5.0
Jamaica,Mathematics,1978-1982,13.5
Jamaica,Mathematics,1983-1987,6.5
Jamaica,Mathematics,1988-1992,6.5
Jamaica,Mathematics,1993-1997,4.5
Jamaica,Mathematics,1998-2002,4.999999999999996
Jamaica,Mathematics,2003-2007,6.833333333333326
Jamaica,Mathematics,2008-2012,7.11666666666666
Jamaica,Mathematics,2013-2017,7.833333333333333
Jamaica,Physics,1973-1977,6.0
Jamaica,Physics,1978-1982,8.9
Jamaica,Physics,1983-1987,16.499999999999993
Jamaica,Physics,1988-1992,9.833333333333332
Jamaica,Physics,1993-1997,13.58333333333333
Jamaica,Physics,1998-2002,1.666666666666666
Jamaica,Physics,2003-2007,3.66666666666666
Jamaica,Physics,2008-2012,8.944444444444436
Jamaica,Physics,2013-2017,6.899999999999999
Jamaica,Professional Fields,1973-1977,9.0
Jamaica,Professional Fields,1978-1982,19.0
Jamaica,Professional Fields,1983-1987,19.0
Jamaica,Professional Fields,1988-1992,18.666666666666664
Jamaica,Professional Fields,1993-1997,11.666666666666666
Jamaica,Professional Fields,1998-2002,5.999999999999999
Jamaica,Professional Fields,2003-2007,4.09090909090909
Jamaica,Professional Fields,2008-2012,18.883333333333315
Jamaica,Professional Fields,2013-2017,29.669047619047607
Jamaica,Psychology,1973-1977,3.5
Jamaica,Psychology,1978-1982,5.0
Jamaica,Psychology,1983-1987,5.0
Jamaica,Psychology,1988-1992,0.916666666666666
Jamaica,Psychology,1993-1997,5.183333333333334
Jamaica,Psychology,1998-2002,5.583333333333332
Jamaica,Psychology,2003-2007,4.916666666666665
Jamaica,Psychology,2008-2012,5.525432900432899
Jamaica,Psychology,2013-2017,10.035714285714283
Jamaica,Social Sciences,1973-1977,49.5
Jamaica,Social Sciences,1978-1982,60.041666666666664
Jamaica,Social Sciences,1983-1987,75.08333333333333
Jamaica,Social Sciences,1988-1992,41.9
Jamaica,Social Sciences,1993-1997,31.566666666666663
Jamaica,Social Sciences,1998-2002,16.699999999999996
Jamaica,Social Sciences,2003-2007,21.702380952380935
Jamaica,Social Sciences,2008-2012,23.676190476190467
Jamaica,Social Sciences,2013-2017,19.29215686274508
Japan,Arts,1973-1977,28.8333333333333
Japan,Arts,1978-1982,242.89999999999998
Japan,Arts,1983-1987,118.83333333333333
Japan,Arts,1988-1992,43.0
Japan,Arts,1993-1997,55.58333333333333
Japan,Arts,1998-2002,65.47619047619047
Japan,Arts,2003-2007,108.27142857142852
Japan,Arts,2008-2012,225.48333333333292
Japan,Arts,2013-2017,193.30995115995083
Japan,Biology,1973-1977,6730.226190476181
Japan,Biology,1978-1982,11509.074999999953
Japan,Biology,1983-1987,14415.765079365032
Japan,Biology,1988-1992,16379.545634920583
Japan,Biology,1993-1997,18459.80450937945
Japan,Biology,1998-2002,20337.21829556059
Japan,Biology,2003-2007,21885.673319964586
Japan,Biology,2008-2012,22959.839624331198
Japan,Biology,2013-2017,20465.56339447156
Japan,Biomedical Research,1973-1977,10293.948297943849
Japan,Biomedical Research,1978-1982,16876.452417027365
Japan,Biomedical Research,1983-1987,22905.892406569983
Japan,Biomedical Research,1988-1992,30981.594523969314
Japan,Biomedical Research,1993-1997,37439.851296841414
Japan,Biomedical Research,1998-2002,42480.22983997872
Japan,Biomedical Research,2003-2007,42124.40745563146
Japan,Biomedical Research,2008-2012,41750.371716502814
Japan,Biomedical Research,2013-2017,46241.24854821389
Japan,Chemistry,1973-1977,20825.483333333286
Japan,Chemistry,1978-1982,26144.02302697298
Japan,Chemistry,1983-1987,30149.513095238002
Japan,Chemistry,1988-1992,35695.866757195996
Japan,Chemistry,1993-1997,41523.13214285701
Japan,Chemistry,1998-2002,46234.84346476526
Japan,Chemistry,2003-2007,47081.31202374443
Japan,Chemistry,2008-2012,43425.585438211485
Japan,Chemistry,2013-2017,40863.88452470194
Japan,Clinical Medicine,1973-1977,17544.465043290013
Japan,Clinical Medicine,1978-1982,31927.532081807032
Japan,Clinical Medicine,1983-1987,43545.090177306265
Japan,Clinical Medicine,1988-1992,61163.366409070346
Japan,Clinical Medicine,1993-1997,83142.1569695897
Japan,Clinical Medicine,1998-2002,100193.78389107304
Japan,Clinical Medicine,2003-2007,96748.03574267232
Japan,Clinical Medicine,2008-2012,100592.77177366249
Japan,Clinical Medicine,2013-2017,102268.70878470708
Japan,Earth and Space,1973-1977,1379.9861111111095
Japan,Earth and Space,1978-1982,2245.694780219775
Japan,Earth and Space,1983-1987,3821.938941124226
Japan,Earth and Space,1988-1992,4597.004036649617
Japan,Earth and Space,1993-1997,5896.965459375235
Japan,Earth and Space,1998-2002,8615.5830753581
Japan,Earth and Space,2003-2007,11411.007689347478
Japan,Earth and Space,2008-2012,13110.381966259063
Japan,Earth and Space,2013-2017,13790.039215446757
Japan,Engineering and Technology,1973-1977,8759.694444444434
Japan,Engineering and Technology,1978-1982,14581.397222222204
Japan,Engineering and Technology,1983-1987,21652.116269841248
Japan,Engineering and Technology,1988-1992,26898.84743589736
Japan,Engineering and Technology,1993-1997,38278.93632478623
Japan,Engineering and Technology,1998-2002,46462.45836075678
Japan,Engineering and Technology,2003-2007,52535.75747048989
Japan,Engineering and Technology,2008-2012,44251.27139322442
Japan,Engineering and Technology,2013-2017,43498.90074888297
Japan,Health,1973-1977,29.33333333333332
Japan,Health,1978-1982,84.79999999999993
Japan,Health,1983-1987,80.03333333333333
Japan,Health,1988-1992,85.10714285714283
Japan,Health,1993-1997,191.99444444444416
Japan,Health,1998-2002,370.68276532835256
Japan,Health,2003-2007,764.4159812409797
Japan,Health,2008-2012,1819.8609661966827
Japan,Health,2013-2017,2935.627806575028
Japan,Humanities,1973-1977,77.08333333333333
Japan,Humanities,1978-1982,204.2
Japan,Humanities,1983-1987,300.6428571428571
Japan,Humanities,1988-1992,240.1666666666666
Japan,Humanities,1993-1997,304.83333333333326
Japan,Humanities,1998-2002,357.0833333333333
Japan,Humanities,2003-2007,342.6035714285712
Japan,Humanities,2008-2012,727.8738095238087
Japan,Humanities,2013-2017,808.8022230822145
Japan,Mathematics,1973-1977,1914.8333333333296
Japan,Mathematics,1978-1982,2425.1666666666633
Japan,Mathematics,1983-1987,3880.116666666662
Japan,Mathematics,1988-1992,4020.8833333333264
Japan,Mathematics,1993-1997,4317.349999999992
Japan,Mathematics,1998-2002,5389.216666666658
Japan,Mathematics,2003-2007,6280.752380952374
Japan,Mathematics,2008-2012,7779.1531135530995
Japan,Mathematics,2013-2017,7942.9160806427735
Japan,Physics,1973-1977,13035.083333333294
Japan,Physics,1978-1982,18616.600330949183
Japan,Physics,1983-1987,25353.658785326472
Japan,Physics,1988-1992,35853.444452809024
Japan,Physics,1993-1997,47907.574802233874
Japan,Physics,1998-2002,55664.75887943734
Japan,Physics,2003-2007,57515.78401300223
Japan,Physics,2008-2012,47220.26846618835
Japan,Physics,2013-2017,38771.91816157265
Japan,Professional Fields,1973-1977,418.8499999999999
Japan,Professional Fields,1978-1982,365.3666666666665
Japan,Professional Fields,1983-1987,273.44999999999976
Japan,Professional Fields,1988-1992,390.883333333333
Japan,Professional Fields,1993-1997,446.8867424242416
Japan,Professional Fields,1998-2002,526.7904761904756
Japan,Professional Fields,2003-2007,685.6400265369298
Japan,Professional Fields,2008-2012,1206.7873618848714
Japan,Professional Fields,2013-2017,1360.1379097917666
Japan,Psychology,1973-1977,557.9166666666665
Japan,Psychology,1978-1982,736.4499999999998
Japan,Psychology,1983-1987,862.7575757575748
Japan,Psychology,1988-1992,954.1504329004318
Japan,Psychology,1993-1997,1351.5996031745992
Japan,Psychology,1998-2002,1401.7701298701277
Japan,Psychology,2003-2007,1575.1907002762568
Japan,Psychology,2008-2012,1900.704369655945
Japan,Psychology,2013-2017,2075.118161272899
Japan,Social Sciences,1973-1977,558.4333333333329
Japan,Social Sciences,1978-1982,848.4833333333329
Japan,Social Sciences,1983-1987,983.316666666666
Japan,Social Sciences,1988-1992,1083.3736263736248
Japan,Social Sciences,1993-1997,1281.4527777777737
Japan,Social Sciences,1998-2002,1584.4766233766188
Japan,Social Sciences,2003-2007,1987.0600198412644
Japan,Social Sciences,2008-2012,3046.2339111612973
Japan,Social Sciences,2013-2017,3182.5978014909565
Jordan,Arts,1978-1982,1.0
Jordan,Arts,2003-2007,1.0
Jordan,Arts,2008-2012,13.99999999999999
Jordan,Arts,2013-2017,11.30952380952379
Jordan,Biology,1973-1977,9.666666666666663
Jordan,Biology,1978-1982,31.5
Jordan,Biology,1983-1987,68.66666666666666
Jordan,Biology,1988-1992,81.19999999999997
Jordan,Biology,1993-1997,117.69999999999995
Jordan,Biology,1998-2002,200.7261904761901
Jordan,Biology,2003-2007,253.76071428571385
Jordan,Biology,2008-2012,329.72023809523745
Jordan,Biology,2013-2017,312.41627311689166
Jordan,Biomedical Research,1973-1977,6.0
Jordan,Biomedical Research,1978-1982,7.833333333333333
Jordan,Biomedical Research,1983-1987,32.24999999999999
Jordan,Biomedical Research,1988-1992,58.41666666666666
Jordan,Biomedical Research,1993-1997,67.7333333333333
Jordan,Biomedical Research,1998-2002,130.0598039215685
Jordan,Biomedical Research,2003-2007,113.93693708252515
Jordan,Biomedical Research,2008-2012,219.94614437681406
Jordan,Biomedical Research,2013-2017,253.05226773099105
Jordan,Chemistry,1973-1977,28.5
Jordan,Chemistry,1978-1982,21.333333333333332
Jordan,Chemistry,1983-1987,94.74999999999999
Jordan,Chemistry,1988-1992,182.6499999999998
Jordan,Chemistry,1993-1997,129.79166666666652
Jordan,Chemistry,1998-2002,181.3999999999997
Jordan,Chemistry,2003-2007,294.70833333333275
Jordan,Chemistry,2008-2012,407.9428571428559
Jordan,Chemistry,2013-2017,343.11277056277
Jordan,Clinical Medicine,1973-1977,7.4999999999999964
Jordan,Clinical Medicine,1978-1982,82.33333333333333
Jordan,Clinical Medicine,1983-1987,124.2833333333333
Jordan,Clinical Medicine,1988-1992,247.51111111111098
Jordan,Clinical Medicine,1993-1997,304.2709706959705
Jordan,Clinical Medicine,1998-2002,493.9058159232067
Jordan,Clinical Medicine,2003-2007,654.1103035853023
Jordan,Clinical Medicine,2008-2012,944.655600105822
Jordan,Clinical Medicine,2013-2017,1067.282652837872
Jordan,Earth and Space,1978-1982,8.66666666666666
Jordan,Earth and Space,1983-1987,28.833333333333325
Jordan,Earth and Space,1988-1992,47.12499999999998
Jordan,Earth and Space,1993-1997,72.82424242424241
Jordan,Earth and Space,1998-2002,152.09999999999985
Jordan,Earth and Space,2003-2007,208.22806447937984
Jordan,Earth and Space,2008-2012,222.48530817009043
Jordan,Earth and Space,2013-2017,310.44501468740543
Jordan,Engineering and Technology,1973-1977,7.0
Jordan,Engineering and Technology,1978-1982,29.0
Jordan,Engineering and Technology,1983-1987,71.16666666666666
Jordan,Engineering and Technology,1988-1992,175.97619047619045
Jordan,Engineering and Technology,1993-1997,248.49999999999986
Jordan,Engineering and Technology,1998-2002,486.18333333333254
Jordan,Engineering and Technology,2003-2007,621.7666666666653
Jordan,Engineering and Technology,2008-2012,848.2920634920622
Jordan,Engineering and Technology,2013-2017,1017.4613455988433
Jordan,Health,1978-1982,2.0
Jordan,Health,1983-1987,11.5
Jordan,Health,1988-1992,4.0
Jordan,Health,1993-1997,4.611111111111111
Jordan,Health,1998-2002,20.241666666666653
Jordan,Health,2003-2007,38.11666666666665
Jordan,Health,2008-2012,146.1338023088019
Jordan,Health,2013-2017,315.42446179459535
Jordan,Humanities,1973-1977,5.0
Jordan,Humanities,1978-1982,13.5
Jordan,Humanities,1983-1987,37.5
Jordan,Humanities,1988-1992,13.5
Jordan,Humanities,1993-1997,14.5
Jordan,Humanities,1998-2002,12.0
Jordan,Humanities,2003-2007,14.25
Jordan,Humanities,2008-2012,52.03333333333333
Jordan,Humanities,2013-2017,55.64285714285714
Jordan,Mathematics,1973-1977,1.0
Jordan,Mathematics,1978-1982,7.0
Jordan,Mathematics,1983-1987,26.5
Jordan,Mathematics,1988-1992,38.0
Jordan,Mathematics,1993-1997,37.61666666666666
Jordan,Mathematics,1998-2002,45.74999999999999
Jordan,Mathematics,2003-2007,162.16666666666637
Jordan,Mathematics,2008-2012,258.13333333333264
Jordan,Mathematics,2013-2017,262.33333333333263
Jordan,Physics,1973-1977,2.166666666666666
Jordan,Physics,1978-1982,14.166666666666666
Jordan,Physics,1983-1987,59.16666666666665
Jordan,Physics,1988-1992,105.99999999999989
Jordan,Physics,1993-1997,136.0166666666666
Jordan,Physics,1998-2002,165.7833333333332
Jordan,Physics,2003-2007,208.2119047619043
Jordan,Physics,2008-2012,272.9232559634451
Jordan,Physics,2013-2017,232.1159776266797
Jordan,Professional Fields,1973-1977,6.0
Jordan,Professional Fields,1978-1982,4.0
Jordan,Professional Fields,1983-1987,13.5
Jordan,Professional Fields,1988-1992,17.5
Jordan,Professional Fields,1993-1997,9.5
Jordan,Professional Fields,1998-2002,17.5
Jordan,Professional Fields,2003-2007,22.33333333333333
Jordan,Professional Fields,2008-2012,89.86111111111107
Jordan,Professional Fields,2013-2017,117.97991718426492
Jordan,Psychology,1973-1977,1.0
Jordan,Psychology,1978-1982,2.5
Jordan,Psychology,1983-1987,4.0
Jordan,Psychology,1988-1992,7.5
Jordan,Psychology,1993-1997,5.166666666666666
Jordan,Psychology,1998-2002,15.0
Jordan,Psychology,2003-2007,7.091363501922505
Jordan,Psychology,2008-2012,13.336353944562893
Jordan,Psychology,2013-2017,43.3128680959563
Jordan,Social Sciences,1973-1977,3.0
Jordan,Social Sciences,1978-1982,9.5
Jordan,Social Sciences,1983-1987,39.0
Jordan,Social Sciences,1988-1992,32.199999999999996
Jordan,Social Sciences,1993-1997,33.833333333333336
Jordan,Social Sciences,1998-2002,31.29166666666666
Jordan,Social Sciences,2003-2007,46.9361111111111
Jordan,Social Sciences,2008-2012,91.61193708252524
Jordan,Social Sciences,2013-2017,142.86584804084777
Kazakhstan,Arts,1993-1997,1.0
Kazakhstan,Arts,2013-2017,2.0
Kazakhstan,Biology,1988-1992,3.5
Kazakhstan,Biology,1993-1997,57.999999999999986
Kazakhstan,Biology,1998-2002,27.233333333333306
Kazakhstan,Biology,2003-2007,31.411904761904694
Kazakhstan,Biology,2008-2012,44.817460317460245
Kazakhstan,Biology,2013-2017,94.43918303918286
Kazakhstan,Biomedical Research,1988-1992,8.83333333333332
Kazakhstan,Biomedical Research,1993-1997,40.49444444444444
Kazakhstan,Biomedical Research,1998-2002,26.661111111111108
Kazakhstan,Biomedical Research,2003-2007,28.560317460317428
Kazakhstan,Biomedical Research,2008-2012,37.81865079365073
Kazakhstan,Biomedical Research,2013-2017,110.30756799036371
Kazakhstan,Chemistry,1988-1992,102.66666666666663
Kazakhstan,Chemistry,1993-1997,345.83333333333303
Kazakhstan,Chemistry,1998-2002,272.23333333333306
Kazakhstan,Chemistry,2003-2007,286.7666666666662
Kazakhstan,Chemistry,2008-2012,209.37063492063444
Kazakhstan,Chemistry,2013-2017,359.378708791208
Kazakhstan,Clinical Medicine,1988-1992,28.0
Kazakhstan,Clinical Medicine,1993-1997,36.10119047619046
Kazakhstan,Clinical Medicine,1998-2002,23.99567099567097
Kazakhstan,Clinical Medicine,2003-2007,34.72491397491396
Kazakhstan,Clinical Medicine,2008-2012,43.68876932886971
Kazakhstan,Clinical Medicine,2013-2017,221.04644102901278
Kazakhstan,Earth and Space,1988-1992,12.083333333333332
Kazakhstan,Earth and Space,1993-1997,68.33333333333331
Kazakhstan,Earth and Space,1998-2002,67.0718975468975
Kazakhstan,Earth and Space,2003-2007,50.00253635253629
Kazakhstan,Earth and Space,2008-2012,61.844765855059876
Kazakhstan,Earth and Space,2013-2017,164.60280920060274
Kazakhstan,Engineering and Technology,1988-1992,24.66666666666663
Kazakhstan,Engineering and Technology,1993-1997,83.24999999999999
Kazakhstan,Engineering and Technology,1998-2002,85.45833333333333
Kazakhstan,Engineering and Technology,2003-2007,80.71313131313126
Kazakhstan,Engineering and Technology,2008-2012,126.2689111613024
Kazakhstan,Engineering and Technology,2013-2017,456.08181818181674
Kazakhstan,Health,1993-1997,0.5
Kazakhstan,Health,1998-2002,0.5555555555555549
Kazakhstan,Health,2003-2007,2.588888888888887
Kazakhstan,Health,2008-2012,6.445238095238086
Kazakhstan,Health,2013-2017,30.053968253968225
Kazakhstan,Humanities,1993-1997,1.0
Kazakhstan,Humanities,1998-2002,4.0
Kazakhstan,Humanities,2003-2007,2.0
Kazakhstan,Humanities,2008-2012,13.333333333333332
Kazakhstan,Humanities,2013-2017,46.2
Kazakhstan,Mathematics,1988-1992,9.0
Kazakhstan,Mathematics,1993-1997,54.666666666666664
Kazakhstan,Mathematics,1998-2002,48.91666666666663
Kazakhstan,Mathematics,2003-2007,88.41666666666659
Kazakhstan,Mathematics,2008-2012,128.93333333333308
Kazakhstan,Mathematics,2013-2017,258.6833333333329
Kazakhstan,Physics,1988-1992,20.202631578947365
Kazakhstan,Physics,1993-1997,242.5933890226221
Kazakhstan,Physics,1998-2002,159.0304415016131
Kazakhstan,Physics,2003-2007,121.8444192819361
Kazakhstan,Physics,2008-2012,195.71242148589945
Kazakhstan,Physics,2013-2017,445.8982895434928
Kazakhstan,Professional Fields,1988-1992,1.0
Kazakhstan,Professional Fields,1993-1997,2.0
Kazakhstan,Professional Fields,1998-2002,2.0
Kazakhstan,Professional Fields,2003-2007,2.283333333333333
Kazakhstan,Professional Fields,2008-2012,12.708333333333325
Kazakhstan,Professional Fields,2013-2017,42.21086956521736
Kazakhstan,Psychology,1993-1997,0.666666666666666
Kazakhstan,Psychology,1998-2002,3.0
Kazakhstan,Psychology,2003-2007,1.5
Kazakhstan,Psychology,2008-2012,2.2
Kazakhstan,Psychology,2013-2017,10.142156862745093
Kazakhstan,Social Sciences,1993-1997,6.0
Kazakhstan,Social Sciences,1998-2002,19.03333333333333
Kazakhstan,Social Sciences,2003-2007,12.35
Kazakhstan,Social Sciences,2008-2012,79.49090909090901
Kazakhstan,Social Sciences,2013-2017,110.24841269841262
Kenya,Arts,1978-1982,5.0
Kenya,Arts,1983-1987,2.0
Kenya,Arts,1988-1992,2.0
Kenya,Arts,1998-2002,5.0
Kenya,Arts,2003-2007,2.0
Kenya,Arts,2008-2012,2.0
Kenya,Arts,2013-2017,4.166666666666666
Kenya,Biology,1973-1977,195.06666666666652
Kenya,Biology,1978-1982,353.5833333333329
Kenya,Biology,1983-1987,418.56666666666615
Kenya,Biology,1988-1992,541.3619047619039
Kenya,Biology,1993-1997,572.7480158730149
Kenya,Biology,1998-2002,546.1916666666652
Kenya,Biology,2003-2007,609.2522907647893
Kenya,Biology,2008-2012,716.3174215937307
Kenya,Biology,2013-2017,740.0055805213469
Kenya,Biomedical Research,1973-1977,121.89285714285694
Kenya,Biomedical Research,1978-1982,143.87499999999994
Kenya,Biomedical Research,1983-1987,173.76428571428548
Kenya,Biomedical Research,1988-1992,191.11904761904734
Kenya,Biomedical Research,1993-1997,184.58791486291443
Kenya,Biomedical Research,1998-2002,142.5687830687828
Kenya,Biomedical Research,2003-2007,164.80167588187356
Kenya,Biomedical Research,2008-2012,396.0432785819845
Kenya,Biomedical Research,2013-2017,553.8489630814302
Kenya,Chemistry,1973-1977,8.75
Kenya,Chemistry,1978-1982,16.416666666666664
Kenya,Chemistry,1983-1987,12.016666666666662
Kenya,Chemistry,1988-1992,9.7
Kenya,Chemistry,1993-1997,22.366666666666656
Kenya,Chemistry,1998-2002,31.883333333333315
Kenya,Chemistry,2003-2007,38.95476190476188
Kenya,Chemistry,2008-2012,48.52821067821061
Kenya,Chemistry,2013-2017,38.71495726495722
Kenya,Clinical Medicine,1973-1977,424.2452380952376
Kenya,Clinical Medicine,1978-1982,656.4535714285705
Kenya,Clinical Medicine,1983-1987,741.9523559773548
Kenya,Clinical Medicine,1988-1992,772.0857503607491
Kenya,Clinical Medicine,1993-1997,808.1263778461029
Kenya,Clinical Medicine,1998-2002,584.9991434404545
Kenya,Clinical Medicine,2003-2007,524.2748337109738
Kenya,Clinical Medicine,2008-2012,833.5232068821101
Kenya,Clinical Medicine,2013-2017,1037.0793404535234
Kenya,Earth and Space,1973-1977,20.916666666666664
Kenya,Earth and Space,1978-1982,21.86666666666666
Kenya,Earth and Space,1983-1987,31.66666666666665
Kenya,Earth and Space,1988-1992,63.52882205513782
Kenya,Earth and Space,1993-1997,70.47896825396812
Kenya,Earth and Space,1998-2002,81.58809523809501
Kenya,Earth and Space,2003-2007,92.22097069597058
Kenya,Earth and Space,2008-2012,121.61964789596342
Kenya,Earth and Space,2013-2017,236.87506869117084
Kenya,Engineering and Technology,1973-1977,11.666666666666663
Kenya,Engineering and Technology,1978-1982,19.75
Kenya,Engineering and Technology,1983-1987,13.0
Kenya,Engineering and Technology,1988-1992,32.119047619047606
Kenya,Engineering and Technology,1993-1997,42.33333333333333
Kenya,Engineering and Technology,1998-2002,26.176190476190467
Kenya,Engineering and Technology,2003-2007,28.166666666666654
Kenya,Engineering and Technology,2008-2012,35.175396825396774
Kenya,Engineering and Technology,2013-2017,94.1008870214751
Kenya,Health,1973-1977,2.333333333333333
Kenya,Health,1978-1982,8.333333333333332
Kenya,Health,1983-1987,29.16666666666666
Kenya,Health,1988-1992,15.208333333333309
Kenya,Health,1993-1997,12.983333333333324
Kenya,Health,1998-2002,24.02222222222219
Kenya,Health,2003-2007,41.996212121212054
Kenya,Health,2008-2012,155.3860292485289
Kenya,Health,2013-2017,279.13535178620896
Kenya,Humanities,1973-1977,15.083333333333334
Kenya,Humanities,1978-1982,25.0
Kenya,Humanities,1983-1987,22.09090909090909
Kenya,Humanities,1988-1992,1.5
Kenya,Humanities,1993-1997,5.833333333333333
Kenya,Humanities,1998-2002,10.0
Kenya,Humanities,2003-2007,8.7
Kenya,Humanities,2008-2012,36.44999999999999
Kenya,Humanities,2013-2017,36.70238095238093
Kenya,Mathematics,1973-1977,3.5
Kenya,Mathematics,1978-1982,16.0
Kenya,Mathematics,1983-1987,20.0
Kenya,Mathematics,1988-1992,17.75
Kenya,Mathematics,1993-1997,6.25
Kenya,Mathematics,1998-2002,4.066666666666666
Kenya,Mathematics,2003-2007,1.75
Kenya,Mathematics,2008-2012,4.56666666666666
Kenya,Mathematics,2013-2017,16.973015873015846
Kenya,Physics,1973-1977,8.5
Kenya,Physics,1978-1982,13.0
Kenya,Physics,1983-1987,7.83333333333333
Kenya,Physics,1988-1992,13.916666666666666
Kenya,Physics,1993-1997,12.61666666666666
Kenya,Physics,1998-2002,16.91666666666665
Kenya,Physics,2003-2007,16.366666666666653
Kenya,Physics,2008-2012,30.55952380952376
Kenya,Physics,2013-2017,27.502813852813816
Kenya,Professional Fields,1973-1977,12.0
Kenya,Professional Fields,1978-1982,19.0
Kenya,Professional Fields,1983-1987,18.83333333333333
Kenya,Professional Fields,1988-1992,18.5
Kenya,Professional Fields,1993-1997,14.5
Kenya,Professional Fields,1998-2002,14.2
Kenya,Professional Fields,2003-2007,29.05873015873015
Kenya,Professional Fields,2008-2012,66.52738095238092
Kenya,Professional Fields,2013-2017,84.90582010581996
